,title,deal_rating,mileage,price,stock_type,location
8910,2019 Audi RS 3 2.5 TFSI,Good Deal,"26,196 mi.","$50,775",Used,"Pittsburgh, PA"
8911,2021 Volkswagen Atlas 3.6 V6 SEL Premium R-Line,Fair Deal,"118,265 mi.","$30,288
$3,312 price drop",Used,"Lake Charles, LA"
8912,2023 Subaru Impreza Premium,Good Deal,"5,103 mi.","$23,500",Used,"Marion, IA"
8913,2019 Chevrolet Blazer RS,Good Deal,"71,859 mi.","$24,987",Used,"Marysville, OH"
8914,2022 Toyota Tacoma SR5,Good Deal,"65,639 mi.","$28,999",Used,"Pompano Beach, FL"
8915,2006 Ford Freestyle SEL,Fair Deal,"83,880 mi.","$6,992",Used,"Greenacres, FL"
8916,2015 Ford Explorer XLT,Good Deal,"74,332 mi.","$16,999",Used,"Elida, OH"
8917,2019 RAM 1500 Rebel,Good Deal,"41,121 mi.","$37,900",Used,"Bismarck, ND"
8918,2023 Volkswagen Taos 1.5T S,Good Deal,"30,274 mi.","$22,995",Volkswagen Certified,"Chattanooga, TN"
8919,2017 Audi R8 5.2 quattro,Good Deal,"19,335 mi.","$134,992",Used,"Dallas, TX"
8920,2019 Jeep Cherokee Limited,Good Deal,"91,720 mi.","$16,328
$1,285 price drop",Used,"Durham, NC"
8921,2003 Hummer H2 Base,Good Deal,"165,663 mi.","$14,990",Used,"Baton Rouge, LA"
8922,2020 Ford Shelby GT350 Base,Good Deal,"28,858 mi.","$61,955",Used,"Roseville, CA"
8923,2020 Nissan Versa 1.6 SR,Great Deal,"25,593 mi.","$17,998",Used,"Bristol, TN"
8924,2021 BMW 330 i,Good Deal,"49,981 mi.","$28,479",BMW Certified,"Lafayette, LA"
8925,2020 Audi A4 45 Premium,Good Deal,"41,511 mi.","$24,498",Used,"Troy, OH"
8926,2023 Lexus GX 460 Premium,Good Deal,"16,969 mi.","$57,995",Used,"Richmond, VA"
8927,2023 Audi RS 5 2.9T,Good Deal,"16,444 mi.","$72,900",Used,"Peoria, IL"
8928,2007 Toyota Camry Solara SLE,Good Deal,"122,085 mi.","$7,999
$995 price drop",Used,"Cocoa, FL"
8929,2015 Cadillac XTS Platinum,Fair Deal,"80,995 mi.","$18,970",Used,"Pekin, IL"
8930,2020 Lexus IS 300 Base,Great Deal,"47,531 mi.","$26,998
$2,000 price drop",Used,"Savannah, GA"
8931,2009 Saturn Vue XE,Fair Deal,"96,511 mi.","$7,950",Used,"Folsom, PA"
8932,2013 Toyota Sequoia SR5,Good Deal,"115,586 mi.","$21,998",Used,"Greenville, SC"
8933,2021 Jeep Compass Latitude,Good Deal,"18,035 mi.","$23,999
$500 price drop",Jeep Certified,"Putnam, CT"
8934,2023 Subaru Solterra Touring,Fair Deal,"4,151 mi.","$46,099",Used,"Ithaca, NY"
8935,2020 Mercedes-Benz C-Class C 300,Good Deal,"48,329 mi.","$25,491",Used,"St Petersburg, FL"
8936,2021 BMW 330e xDrive,Good Deal,"19,289 mi.","$35,997",BMW Certified,"Chicago, IL"
8937,2023 Nissan Rogue SV,Good Deal,"20,765 mi.","$25,639
$1,353 price drop",Used,"Spokane, WA"
8938,2021 Honda CR-V EX,Good Deal,"37,358 mi.","$26,492
$499 price drop",Used,"Newnan, GA"
8939,2016 BMW M2 Base,Good Deal,"72,108 mi.","$35,495",Used,"Longmont, CO"
8940,2020 Nissan Sentra SV,Good Deal,"33,723 mi.","$18,663
$300 price drop",Nissan Certified,"Albany, NY"
8941,2018 Volvo S60 Inscription T5,Good Deal,"71,290 mi.","$17,995",Used,"Hampton, VA"
8942,2019 Audi RS 5 2.9T,Good Deal,"23,895 mi.","$55,998",Used,"Myrtle Beach, SC"
8943,2019 Mercedes-Benz A-Class A 220,Great Deal,"33,900 mi.","$22,900",Used,"Simpsonville, SC"
8944,2022 GMC Sierra 1500 Limited Elevation,Good Deal,"68,797 mi.","$40,412
$331 price drop",Used,"Cleveland, MS"
8945,2015 Ford Explorer XLT,Good Deal,"98,959 mi.","$17,695",Used,"Jacksonville, FL"
8946,2019 Lexus RX 350L Premium,Good Deal,"45,266 mi.","$36,600
$300 price drop",Used,"Wesley Chapel, FL"
8947,2018 Nissan Rogue Sport SV,Great Deal,"40,154 mi.","$16,998
$1,000 price drop",Used,"Fort Myers, FL"
8948,2019 Volkswagen Atlas 3.6L SE,Good Deal,"28,081 mi.","$24,998",Used,"Littleton, CO"
8949,2013 Mazda CX-9 Touring,Fair Deal,"135,754 mi.","$10,975
$500 price drop",Used,"Louisville, KY"
8950,2022 Kia Sorento LX,Great Deal,"43,669 mi.","$23,979",Used,"Jonesboro, AR"
8951,2021 Kia Sorento S,Fair Deal,"81,110 mi.","$25,997",Used,"Jonesboro, AR"
8952,2020 BMW M550 i Xdrive,Fair Deal,"49,678 mi.","$44,995",Used,"St. Louis Park, MN"
8953,2004 Hummer H2 Base,Good Deal,"154,487 mi.","$14,999",Used,"Washington, NC"
8954,2022 Buick Encore GX Essence,Good Deal,"62,074 mi.","$23,980",Buick Certified,"Quincy, IL"
8955,2014 Jeep Wrangler Unlimited Sahara,Fair Deal,"139,355 mi.","$19,005",Used,"Tulsa, OK"
8956,2021 BMW M850 Gran Coupe i xDrive,Great Deal,"38,797 mi.","$61,559",Used,"Merriam, KS"
8957,2020 BMW M2 Competition Coupe,Good Deal,"4,180 mi.","$64,999",Used,"Denver, CO"
8958,2021 Tesla Model 3 Long Range,Great Deal,"25,412 mi.","$29,800",Used,"Kaukauna, WI"
8959,2012 Nissan Xterra Pro-4X,Fair Deal,"171,316 mi.","$12,995",Used,"Sacramento, CA"
8960,2018 McLaren 570S Convertible,Good Deal,"13,455 mi.","$169,000",Used,"Boynton Beach, FL"
8961,2015 Nissan 370Z Touring,Great Deal,"40,582 mi.","$22,811",Used,"Broken Arrow, OK"
8962,2021 Alfa Romeo Giulia Ti,Good Deal,"11,347 mi.","$28,236
$1,570 price drop",Used,"Louisville, KY"
8963,2023 Volkswagen Tiguan 2.0T SE R-Line Black,Good Deal,"14,448 mi.","$28,580",Used,"Crestview, FL"
8964,2006 Acura TL,Good Deal,"51,007 mi.","$11,991",Used,"Fremont, CA"
8965,2023 Cadillac LYRIQ Luxury,Great Deal,"7,032 mi.","$39,300",Used,"Saint Joseph, MO"
8966,2019 Cadillac CTS-V Base,Good Deal,"21,341 mi.","$69,999",Used,"Fond Du Lac, WI"
8967,2019 Toyota Camry SE,Good Deal,"55,345 mi.","$21,091
$309 price drop",Used,"Norwood, MA"
8968,2020 Chevrolet Camaro 2SS,Good Deal,"9,460 mi.","$44,998",Used,"Spokane Valley, WA"
8969,2020 Toyota Yaris Sedan L,Great Deal,"18,573 mi.","$16,847
$403 price drop",Used,"Troy, MI"
8970,2020 Nissan Frontier SV,Good Deal,"50,256 mi.","$26,803",Used,"Hanover, MA"
8971,2022 INFINITI QX55 SENSORY,Good Deal,"59,465 mi.","$33,007",INFINITI Certified,"Jacksonville, FL"
8972,2002 Chrysler PT Cruiser Touring,Good Deal,"132,696 mi.","$4,800",Used,"Martins Ferry, OH"
8973,2018 Lexus LC 500 Base,Great Deal,"43,400 mi.","$63,000",Used,"Novato, CA"
8974,2023 Nissan Altima 2.5 SL,Good Deal,"3,623 mi.","$29,573",Nissan Certified,"Findlay, OH"
8975,2021 Porsche Taycan Turbo S,Great Deal,"22,270 mi.","$109,999",Used,"Minneapolis, MN"
8976,2017 Lincoln Continental Reserve,Great Deal,"48,313 mi.","$24,998
$1,000 price drop",Used,"Salisbury, MD"
8977,2020 Toyota Corolla LE,Good Deal,"73,281 mi.","$18,998",Used,"Bristol, TN"
8978,2018 Dodge Journey SXT,Great Deal,"54,224 mi.","$15,998",Used,"West Springfield, MA"
8979,2014 Honda Crosstour EX-L,Fair Deal,"113,682 mi.","$13,495",Used,"Bell Gardens, CA"
8980,2021 Chevrolet Equinox 1LT,Good Deal,"20,652 mi.","$23,769",Used,"Litchfield, IL"
8981,2022 Chevrolet Blazer 2LT,Great Deal,"35,300 mi.","$25,999",Used,"Elmira, NY"
8982,2008 Dodge Viper SRT-10,Good Deal,"16,761 mi.","$90,500",Used,"Amarillo, TX"
8983,2023 BMW X3 M AWD,Fair Deal,"15,252 mi.","$75,998
$1,000 price drop",BMW Certified,"D'Iberville, MS"
8984,2019 RAM 1500 Classic Big Horn,Great Deal,"100,156 mi.","$23,903",Used,"Klamath Falls, OR"
8985,2016 Ford Explorer Platinum,Fair Deal,"149,452 mi.","$15,334
$459 price drop",Used,"Dubuque, IA"
8986,2018 RAM 1500 ST,Great Deal,"66,000 mi.","$21,000",Used,"Napa, CA"
8987,2022 Buick Encore GX Select,Good Deal,"14,015 mi.","$22,750",Used,"Starkville, MS"
8988,2008 Nissan Xterra 4WD 4dr Auto S,Good Deal,"168,899 mi.","$6,920",Used,"Lawrenceville, GA"
8989,2021 Chevrolet Blazer 3LT,Good Deal,"42,085 mi.","$23,991",Used,"Pembroke Pines, FL"
8990,2020 Volvo XC90 T5 Momentum 7 Passenger,Fair Deal,"29,558 mi.","$36,898",Used,"Nicholasville, KY"
8991,2019 Acura RDX Advance Package,Good Deal,"92,545 mi.","$23,587",Used,"St George, UT"
8992,2004 Chevrolet SSR Base,Great Deal,"6,274 mi.","$32,696",Used,"Columbus, GA"
8993,2015 Ford F-250 XLT,Good Deal,"104,232 mi.","$31,999",Used,"Mason City, IA"
8994,2023 Kia K5 GT-Line,Good Deal,"4,998 mi.","$30,167",Kia Certified,"Orchard Park, NY"
8995,2021 Nissan Kicks SR,Good Deal,"52,060 mi.","$20,450",Used,"Watseka, IL"
8996,2016 Subaru WRX STI Base,Good Deal,"80,154 mi.","$24,998",Used,"Renton, WA"
8997,2022 Toyota Tundra Limited,Great Deal,"31,074 mi.","$48,897",Used,"San Angelo, TX"
8998,2021 Audi SQ8 4.0T quattro Premium Plus,Great Deal,"30,799 mi.","$69,995",Audi Certified,"Sewickley, PA"
8999,2018 BMW X1 xDrive28i,Good Deal,"37,173 mi.","$22,491
$1,500 price drop",Used,"Davenport, IA"
9000,2019 Honda Civic Type R Touring,Good Deal,"14,500 mi.","$39,595",Used,"San Francisco, CA"
9001,2007 Buick LaCrosse CXL,Great Deal,"76,515 mi.","$6,999",Used,"Tracy, CA"
9002,2020 INFINITI Q60 3.0T LUXE,Good Deal,"82,264 mi.","$26,177",Used,"Fishers, IN"
9003,2011 Ford E250 Cargo,Great Deal,"111,567 mi.","$9,900",Used,"INDIANAPOLIS, IN"
9004,2019 Mercedes-Benz C-Class C 300,Good Deal,"52,522 mi.","$28,999",Used,"Sherman, TX"
9005,2017 BMW 340 xDrive,Fair Deal,"93,538 mi.","$26,999",Used,"Lawrenceville, GA"
9006,2017 FIAT 500 Pop,Great Deal,"49,727 mi.","$10,995",Used,"Kapolei, HI"
9007,2015 Buick Regal Turbo,Good Deal,"80,131 mi.","$12,995",Used,"Naugatuck, CT"
9008,2023 Land Rover Range Rover Velar S R-Dynamic,Good Deal,"14,532 mi.","$61,690",Used,"Columbus, GA"
9009,2024 Kia Soul LX,Fair Deal,"5,200 mi.","$20,966
$400 price drop",Used,"Davie, FL"
9010,2023 INFINITI QX55 LUXE,Fair Deal,"8,985 mi.","$43,908",Used,"Williamsville, NY"
9011,2010 BMW 335 i,Good Deal,"134,864 mi.","$9,494
$300 price drop",Used,"Mt Pleasent, WI"
9012,2023 Mercedes-Benz CLA 250 Base,Good Deal,"3,751 mi.","$40,491",Used,"Bakersfield, CA"
9013,2016 Mercedes-Benz SL-Class SL 400,Good Deal,"55,115 mi.","$37,900",Used,"Longview, TX"
9014,2014 Mitsubishi Lancer Ralliart,Good Deal,"58,240 mi.","$16,999",Used,"Bethany, CT"
9015,2020 GMC Sierra 1500 SLT,Good Deal,"53,131 mi.","$39,900",GMC Certified,"Jacksonville, NC"
9016,2020 Jeep Gladiator Sport S,Good Deal,"26,752 mi.","$36,995",Used,"Joplin, MO"
9017,2020 Ford Edge Titanium,Good Deal,"66,125 mi.","$23,995",Used,"CRESCO, IA"
9018,2017 Chrysler 200 Limited,Fair Deal,"94,510 mi.","$14,872",Used,"Pensacola, FL"
9019,2013 INFINITI G37 Journey,Great Deal,"140,211 mi.","$9,988",Used,"Fort Worth, TX"
9020,2020 Chevrolet Bolt EV LT,Great Deal,"47,441 mi.","$14,659",Used,"Panama City, FL"
9021,2015 Audi R8 4.2,Great Deal,"25,867 mi.","$94,991",Used,"Dallas, TX"
9022,2021 Ford Mustang Mach-E Premium,Good Deal,"30,058 mi.","$33,990",Used,"Monticello, IL"
9023,2009 Kia Rio5 LX,Good Deal,"76,497 mi.","$6,647",Used,"Maquoketa, IA"
9024,2015 Bentley Continental GT Speed,Fair Deal,"60,801 mi.","$61,995",Used,"Fairfax, VA"
9025,2023 Audi SQ8 4.0T Premium Plus,Good Deal,"5,111 mi.","$91,495",Used,"Fort Wayne, IN"
9026,2018 Volkswagen Tiguan Limited 2.0T,Good Deal,"55,930 mi.","$14,739",Used,"Clearwater, FL"
9027,2014 Kia Forte EX,Good Deal,"176,436 mi.","$6,863",Used,"Harrisonburg, VA"
9028,2023 Jeep Gladiator Rubicon,Great Deal,"11,349 mi.","$40,341
$953 price drop",Used,"Carthage, MO"
9029,2020 Mercedes-Benz AMG E 53 Base 4MATIC,Good Deal,"12,705 mi.","$57,434
$402 price drop",Mercedes-Benz Certified,"Louisville, KY"
9030,2013 Volkswagen Jetta Hybrid SE,Fair Deal,"116,794 mi.","$12,180
$400 price drop",Used,"Sandy, UT"
9031,2015 Toyota Prius Three,Good Deal,"76,160 mi.","$16,996",Used,"Eugene, OR"
9032,2022 Audi A3 Premium,Fair Deal,"29,586 mi.","$26,999",Used,"ORLANDO, FL"
9033,2023 Toyota Highlander Hybrid Platinum,Good Deal,"17,252 mi.","$52,995",Used,"Louisville, KY"
9034,2020 Cadillac XT5 Premium Luxury FWD,Great Deal,"33,853 mi.","$32,990",Used,"Columbia, KY"
9035,2012 Ford F-250 XLT,Good Deal,"81,988 mi.","$22,762
$462 price drop",Used,"Delphos, OH"
9036,2020 Ford Escape SE,Good Deal,"28,644 mi.","$18,495
$300 price drop",Used,"Manhattan, KS"
9037,2012 Honda Crosstour EX-L,Good Deal,"105,486 mi.","$11,995",Used,"S. Attleboro, MA"
9038,2018 Hyundai Santa Fe Sport 2.0L Turbo Ultimate,Good Deal,"78,859 mi.","$19,590",Used,"Youngstown, OH"
9039,2015 smart ForTwo Passion,Great Deal,"29,988 mi.","$5,999",Used,"Palmer, TX"
9040,2018 Toyota Corolla L,Good Deal,"64,135 mi.","$17,500",Used,"Monroe, WI"
9041,2010 Lincoln MKT EcoBoost,Fair Deal,"141,112 mi.","$10,990",Used,"Clear Lake, IA"
9042,2019 Mercedes-Benz AMG CLA 45 Base 4MATIC,Good Deal,"33,185 mi.","$35,097",Used,"Littleton, CO"
9043,2016 Subaru BRZ 2dr Cpe Man Limited,Great Deal,"50,546 mi.","$18,999",Used,"Norfolk, VA"
9044,2015 Honda CR-V Touring,Good Deal,"85,000 mi.","$18,000",Used,"Goleta, CA"
9045,2019 Hyundai Kona SE,Great Deal,"97,510 mi.","$12,734",Used,"Kennewick, WA"
9046,2021 BMW M2 Competition,Fair Deal,"12,400 mi.","$63,000",Used,"Denver, CO"
9047,2017 Nissan Rogue SV,Great Deal,"107,049 mi.","$12,900",Used,"Myrtle Beach, SC"
9048,2013 BMW 328 i xDrive,Good Deal,"58,800 mi.","$13,991",Used,"Meridian, ID"
9049,2020 Land Rover Range Rover Evoque HSE Dynamic,Good Deal,"43,309 mi.","$31,700
$225 price drop",Used,"Peoria, IL"
9050,2020 Toyota Highlander Platinum,Good Deal,"26,420 mi.","$38,900",Used,"Lima, OH"
9051,2019 Ford Explorer Base,Fair Deal,"95,503 mi.","$19,498",Used,"Twin Falls, ID"
9052,2005 Buick Rainier CXL,Great Deal,"91,748 mi.","$7,799
$100 price drop",Used,"Dallas, GA"
9053,2016 Buick Regal Turbo,Good Deal,"72,921 mi.","$13,400
$400 price drop",Used,"Saint Joseph, MO"
9054,2021 BMW 330e Base,Good Deal,"19,643 mi.","$30,389",Used,"New Braunfels, TX"
9055,2011 Chevrolet Avalanche 1500 LTZ,Good Deal,"122,055 mi.","$15,250
$500 price drop",Used,"Langhorne, PA"
9056,2021 Jeep Grand Cherokee L Laredo,Good Deal,"45,866 mi.","$33,998",Used,"Fort Myers, FL"
9057,2022 GMC Savana 2500 Work Van,Good Deal,"20,841 mi.","$38,951",Used,"Boonville, NY"
9058,2014 Nissan Xterra PRO-4X,Good Deal,"99,988 mi.","$17,987",Used,"Albany, GA"
9059,2014 Porsche Boxster S,Fair Deal,"63,851 mi.","$41,500
$495 price drop",Used,"Elwood, IN"
9060,2020 Ford Transit-350 XL,Good Deal,"97,638 mi.","$36,166",Used,"HATTIESBURG, MS"
9061,2008 Dodge Ram 3500 SLT,Fair Deal,"216,915 mi.","$22,990",Used,"Bloomington, IL"
9062,2021 Porsche 718 Boxster Base,Good Deal,"19,712 mi.","$65,998",Used,"Golden Valley, MN"
9063,2020 Ford Fusion SE,Good Deal,"36,700 mi.","$18,990",Used,"Southold, NY"
9064,2013 Chrysler Town & Country Touring,Fair Deal,"141,581 mi.","$9,995",Used,"Louisville, KY"
9065,2016 Chrysler 200 Limited,Good Deal,"100,941 mi.","$11,000",Used,"Eureka, CA"
9066,2021 Nissan Murano SV,Good Deal,"50,065 mi.","$21,450",Used,"Morton Grove, IL"
9067,2014 Cadillac ELR Base,Great Deal,"118,000 mi.","$13,900",Used,"Saint George, UT"
9068,2008 Saturn Sky Base,Great Deal,"65,526 mi.","$10,250",Used,"Brownsburg, IN"
9069,2021 Mazda CX-30 Select,Great Deal,"22,701 mi.","$18,996
$364 price drop",Used,"North Palm Beach, FL"
9070,2023 Audi S6 2.9T quattro Premium,Good Deal,"9,615 mi.","$70,999",Used,"Charlotte, NC"
9071,2016 Ford Flex SEL,Good Deal,"92,152 mi.","$13,998",Used,"Sebring, FL"
9072,2011 Subaru Impreza WRX STi Base,Good Deal,"78,442 mi.","$20,184",Used,"Asheville, NC"
9073,2024 Genesis GV80 3.5T,Good Deal,"7,300 mi.","$65,990
$2,239 price drop",Used,"Tullahoma, TN"
9074,2014 Subaru Forester 2.5i Limited,Fair Deal,"164,996 mi.","$10,799
$100 price drop",Used,"Tulsa, OK"
9075,2022 Ford F-350 Platinum,Good Deal,"40,125 mi.","$72,399
$3,926 price drop",Used,"CLEVELAND, MS"
9076,2021 Ford F-350 Platinum,Great Deal,"43,692 mi.","$67,988
$1,000 price drop",Used,"Bozeman, MT"
9077,2023 Jaguar F-PACE S,Great Deal,"15,584 mi.","$45,495
$500 price drop",Used,"Santa Barbara, CA"
9078,2018 BMW X5 eDrive xDrive40e,Good Deal,"54,167 mi.","$30,998",Used,"Nashville, TN"
9079,2013 Suzuki SX4 Premium,Good Deal,"192,015 mi.","$5,900",Used,"Denver, CO"
9080,2018 Nissan Rogue SV,Good Deal,"93,056 mi.","$15,743
$669 price drop",Used,"Moses Lake, WA"
9081,2021 Nissan Altima 2.5 S,Good Deal,"50,596 mi.","$19,999",Used,"Tucson, AZ"
9082,2023 Mercedes-Benz GLA 250 Base,Good Deal,"19,979 mi.","$34,775",Used,"Jackson, MS"
9083,2015 Mercedes-Benz GL-Class 4MATIC,Good Deal,"108,135 mi.","$16,490",Used,"Annapolis, MD"
9084,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus Dark Theme 7 Passenger,Fair Deal,"9,676 mi.","$63,995",Volvo Certified,"Davie, FL"
9085,2021 Honda Passport Sport,Great Deal,"26,677 mi.","$27,400",Used,"Lima, OH"
9086,2023 Nissan Murano SV Intelligent AWD,Good Deal,"55,352 mi.","$26,991",Used,"Nampa, ID"
9087,2013 BMW 328 i xDrive,Good Deal,"125,913 mi.","$9,999",Used,"Sterling Heights, MI"
9088,2023 BMW M550 i xDrive,Good Deal,"10,517 mi.","$71,395",Used,"Wesley Chapel, FL"
9089,2018 Nissan Titan SV,Good Deal,"37,558 mi.","$27,900",Used,"Wilmington, NC"
9090,2016 GMC Terrain SLE-2,Great Deal,"138,735 mi.","$9,700",Used,"Decatur, IN"
9091,2023 Nissan Rogue SV,Good Deal,"11,098 mi.","$29,995",Used,"Coeur D'alene, ID"
9092,2022 Ford Explorer Limited,Good Deal,"21,641 mi.","$38,670",Used,"Longview, TX"
9093,2022 Kia Carnival LX,Good Deal,"45,232 mi.","$31,776",Used,"Dodge City, KS"
9094,2019 Jeep Compass Latitude,Good Deal,"69,967 mi.","$18,995",Used,"Holbrook, MA"
9095,2006 BMW 325 i,Fair Deal,"94,725 mi.","$8,800",Used,"West chester, OH"
9096,2015 Buick LaCrosse Leather,Good Deal,"145,434 mi.","$9,995",Used,"New Ulm, MN"
9097,2021 GMC Sierra 1500 AT4,Good Deal,"36,836 mi.","$45,990",Used,"Vestal, NY"
9098,2023 Nissan Kicks SR,Good Deal,"11,250 mi.","$23,998
$1,000 price drop",Used,"Springfield, IL"
9099,2015 Scion tC NA,Fair Deal,"84,700 mi.","$12,995",Used,"Springfield, MO"
9100,2017 Jaguar F-PACE 20d Prestige,Great Deal,"95,484 mi.","$16,500",Used,"Wilmington, NC"
9101,2019 Mercedes-Benz AMG C 43 AMG C 43 4MATIC,Fair Deal,"34,790 mi.","$52,999",Used,"Weaverville, NC"
9102,1998 Lexus SC 400 Base,Great Deal,"71,814 mi.","$16,000",Used,"Plano, TX"
9103,2015 Volkswagen Golf GTI 2.0T SE 2-Door,Good Deal,"57,280 mi.","$17,492",Used,"Chippewa Falls, WI"
9104,2018 Lexus LC 500 Base,Good Deal,"19,217 mi.","$68,771",Used,"Scottsdale, AZ"
9105,2019 Honda Civic Type R Touring,Good Deal,"43,454 mi.","$35,995",Used,"Campbell, CA"
9106,2021 Honda Civic Type R Touring,Fair Deal,"24,069 mi.","$43,770
$843 price drop",Used,"Oakland, CA"
9107,2018 Porsche Panamera 4 E-Hybrid,Great Deal,"13,541 mi.","$56,795",Used,"Kahului, HI"
9108,2017 Ford F-150 XLT,Good Deal,"101,512 mi.","$21,000",Used,"Greensboro, NC"
9109,2021 Lincoln Navigator Reserve,Good Deal,"79,934 mi.","$40,990
$190 price drop",Used,"Mobile, AL"
9110,2003 Acura TL 3.2 Type S,Great Deal,"93,373 mi.","$6,989",Used,"Portland, OR"
9111,2008 Mercury Grand Marquis LS,Good Deal,"88,500 mi.","$8,500",Used,"Bentonville, AR"
9112,2008 INFINITI QX56 Base,Great Deal,"254,000 mi.","$4,279",Used,"Baton Rouge, LA"
9113,2021 Chevrolet Silverado 3500 LTZ,Good Deal,"93,525 mi.","$55,885",Used,"Rockville, IN"
9114,2014 Chevrolet Captiva Sport LT,Great Deal,"139,333 mi.","$6,298
$2,000 price drop",Used,"Corinth, MS"
9115,2011 Mazda Mazda2 Touring,Great Deal,"81,683 mi.","$5,495",Used,"Clearwater, FL"
9116,2016 Mercedes-Benz GLC-Class GLC 300 4MATIC,Great Deal,"92,853 mi.","$14,580",Used,"Tampa, FL"
9117,2007 Lexus IS 250 Base,Fair Deal,"120,123 mi.","$12,990",Used,"Lewiston, ID"
9118,2015 Audi S5 3.0T Premium Plus,Good Deal,"79,719 mi.","$20,567",Used,"Bend, OR"
9119,2012 Jeep Liberty Sport,Great Deal,"91,473 mi.","$8,994
$485 price drop",Used,"Norwell, MA"
9120,2020 Chevrolet Traverse LS,Good Deal,"51,000 mi.","$23,933
$770 price drop",Used,"Byron, GA"
9121,2017 Lexus ES 350 Base,Great Deal,"48,927 mi.","$24,998
$1,000 price drop",Used,"Shreveport, LA"
9122,2022 Volvo XC90 T6 Momentum 6 Passenger,Good Deal,"19,465 mi.","$44,991",Volvo Certified,"Naples, FL"
9123,2015 Nissan Quest S,Fair Deal,"78,850 mi.","$14,990",Used,"Gadsden, AL"
9124,2023 Hyundai Kona N Line,Good Deal,"8,199 mi.","$25,635",Used,"OKLAHOMA CITY, OK"
9125,2020 GMC Sierra 2500 SLT,Good Deal,"88,084 mi.","$48,895",Used,"Jackson, TN"
9126,2020 Chevrolet Silverado 1500 RST,Good Deal,"42,847 mi.","$38,998
$1,000 price drop",Used,"Winterville, NC"
9127,2022 Nissan Pathfinder SL,Good Deal,"22,461 mi.","$33,981",Used,"Albuquerque, NM"
9128,2023 Chevrolet Equinox 1LT,Good Deal,"21,771 mi.","$25,550",Used,"Jacksonville, NC"
9129,2021 Dodge Charger GT,Fair Deal,"41,715 mi.","$29,497",Used,"Odessa, TX"
9130,2018 RAM 2500 Laramie Crew Cab 4x4 6'4' Box,Great Deal,"55,499 mi.","$54,655",Used,"Eureka, CA"
9131,2019 Hyundai Tucson SE,Great Deal,"131,398 mi.","$11,461
$984 price drop",Used,"Biloxi, MS"
9132,2016 BMW 340 xDrive,Good Deal,"95,239 mi.","$22,999",Used,"Enfield, CT"
9133,2019 Ford EcoSport SE,Fair Deal,"70,835 mi.","$16,975",Used,"Watertown, NY"
9134,2022 GMC Yukon XL Denali,Great Deal,"63,047 mi.","$62,299",Used,"Lubbock, TX"
9135,2021 Nissan Titan XD PRO-4X,Good Deal,"80,520 mi.","$36,212
$398 price drop",Used,"Savannah, TN"
9136,2021 RAM ProMaster 1500 Base,Good Deal,"27,803 mi.","$29,500",Used,"Monterey Park, CA"
9137,2021 Ford F-250 XLT,Good Deal,"51,210 mi.","$42,499",Used,"Helena, MT"
9138,2016 Chrysler 300C Base,Good Deal,"87,445 mi.","$21,998",Used,"St. Louis, MO"
9139,2020 Cadillac CT4 Sport,Good Deal,"45,995 mi.","$30,991",Used,"Stanleytown, VA"
9140,2018 Nissan Versa 1.6 S,Good Deal,"135,926 mi.","$8,988",Used,"Johnson City, TN"
9141,2018 Cadillac XTS Luxury,Fair Deal,"153,001 mi.","$14,995",Used,"Plaistow, NH"
9142,2020 Land Rover Discovery Sport S,Good Deal,"25,974 mi.","$27,674
$300 price drop",Used,"Louisville, KY"
9143,2020 BMW 440 Gran Coupe i,Good Deal,"38,230 mi.","$30,698",Used,"Houston, TX"
9144,2023 Toyota 4Runner Limited,Good Deal,"1,889 mi.","$50,983",Used,"Keene, NH"
9145,2014 Nissan Rogue Select S,Great Deal,"54,640 mi.","$12,990",Used,"Lewiston, ID"
9146,2014 Toyota Prius v Five,Good Deal,"60,207 mi.","$14,998
$1,371 price drop",Used,"Melbourne, FL"
9147,2022 Audi Q7 45 Premium Plus,Good Deal,"26,024 mi.","$43,991",Used,"Carlsbad, CA"
9148,2020 Cadillac CT5 Sport RWD,Good Deal,"57,263 mi.","$24,441
$1,000 price drop",Used,"Sarasota, FL"
9149,2022 BMW M3 Competition xDrive,Good Deal,"14,500 mi.","$83,995",Used,"Miami, FL"
9150,2021 Subaru WRX STI Base,Good Deal,"11,821 mi.","$41,988",Used,"Kahului, HI"
9151,2022 BMW 740 i,Great Deal,"47,310 mi.","$39,995",Used,"Bellingham, WA"
9152,2016 Nissan 370Z Touring,Great Deal,"43,552 mi.","$24,995",Used,"Burnsville, MN"
9153,2021 Ford EcoSport SE,Good Deal,"31,057 mi.","$18,665",Used,"Carthage, NY"
9154,2020 Lincoln Corsair Standard,Good Deal,"16,624 mi.","$27,970
$641 price drop",Used,"Triadelphia, WV"
9155,2021 Ford Ranger XLT,Fair Deal,"59,078 mi.","$32,500",Used,"Chiefland, FL"
9156,2016 BMW 435 i,Good Deal,"44,753 mi.","$24,100",Used,"Fairfield, CA"
9157,2017 BMW M3 Base,Good Deal,"44,359 mi.","$44,991",Used,"Pembroke Pines, FL"
9158,2019 Nissan Altima 2.5 SR,Good Deal,"36,210 mi.","$20,480
$200 price drop",Used,"Dubuque, IA"
9159,2019 Ford Ranger XLT,Good Deal,"27,008 mi.","$26,990",Used,"Gainesville, FL"
